Orario di rilevazione	Numero registratore di dati	Potenza [W]	Energia di oggi [kWh]	Rendimento conteggiato [kWh]	Intensità di irradiamento [W/mý]	Energia di irradiamento odierna [kWh]
2019-07-08 09:10:00	0	37136	38.637			
2019-07-08 09:20:00	0	45585	46.425			
2019-07-08 09:30:00	0	68934	57.169			
2019-07-08 09:40:00	0	70872	69.057			
2019-07-08 09:50:00	0	76955	81.764			
2019-07-08 10:00:00	0	72830	93.883			
2019-07-08 10:10:00	0	94502	108.701			
2019-07-08 10:20:00	0	86552	123.413			
2019-07-08 10:30:00	0	80566	136.91			
2019-07-08 10:40:00	0	73651	149.21			
2019-07-08 10:50:00	0	82020	162.504			
2019-07-08 11:00:00	0	100627	179.177			
2019-07-08 11:10:00	0	110762	197.385			
2019-07-08 11:20:00	0	112496	216.161			
2019-07-08 11:30:00	0	89560	231.394			
2019-07-08 11:40:00	0	115057	250.352			
2019-07-08 11:50:00	0	81530	264.245			
2019-07-08 12:00:00	0	74426	276.667			
2019-07-08 12:10:00	0	62098	287.119			
2019-07-08 12:20:00	0	102214	303.363			
2019-07-08 12:30:00	0	122904	323.871			
2019-07-08 12:40:00	0	118243	343.641			
2019-07-08 12:50:00	0	117478	363.313			
2019-07-08 13:00:00	0	119584	383.113			
2019-07-08 13:10:00	0	120403	403.184			
2019-07-08 13:20:00	0	120483	423.375			
2019-07-08 13:30:00	0	121496	443.438			
2019-07-08 13:40:00	0	120976	463.594			
2019-07-08 13:50:00	0	119483	483.761			
2019-07-08 14:00:00	0	117748	503.313			
2019-07-08 14:10:00	0	121093	523.326			
2019-07-08 14:20:00	0	119823	543.099			
2019-07-08 14:30:00	0	118735	563.023			
2019-07-08 14:40:00	0	117080	582.548			
2019-07-08 14:50:00	0	116132	601.569			
2019-07-08 15:00:00	0	115013	620.918			
2019-07-08 15:10:00	0	113607	640.056			
2019-07-08 15:20:00	0	112352	658.593			
2019-07-08 15:30:00	0	110947	677.179			
2019-07-08 15:40:00	0	94453	693.109			
2019-07-08 15:50:00	0	97279	708.966			
2019-07-08 16:00:00	0	105742	726.903			
2019-07-08 16:10:00	0	104664	744.228			
2019-07-08 16:20:00	0	100718	761.135			
2019-07-08 16:30:00	0	97462	777.305			
2019-07-08 16:40:00	0	95395	793.069			
2019-07-08 16:50:00	0	84544	807.422			
2019-07-08 17:00:00	0	85784	821.435			
2019-07-08 17:10:00	0	89204	836.363			
2019-07-08 17:20:00	0	84461	850.581			
2019-07-08 17:30:00	0	76207	863.179			
2019-07-08 17:40:00	0	65325	873.922			
2019-07-08 17:50:00	0	43191	881.585			
2019-07-08 18:00:00	0	57267	890.951			
2019-07-08 18:10:00	0	63072	901.406			
2019-07-08 18:20:00	0	44777	909.235			
2019-07-08 18:30:00	0	48149	917.243			
2019-07-08 18:40:00	0	53560	926.23			
2019-07-08 18:50:00	0	34752	932.199			
2019-07-08 19:00:00	0	32912	937.825			
2019-07-08 19:10:00	0	23726	941.739			
2019-07-08 19:20:00	0	18909	944.964			
2019-07-08 19:30:00	0	13208	947.184			
2019-07-08 19:40:00	0	12456	949.288			
2019-07-08 19:50:00	0	12947	951.472			
2019-07-08 20:00:00	0	11748	953.379			
2019-07-08 20:10:00	0	15495	955.96			
2019-07-08 20:20:00	0	8981	957.526			
2019-07-08 20:30:00	0	5605	958.503			
2019-07-08 20:40:00	0	4653	959.274			
2019-07-08 20:50:00	0	2794	959.77			
2019-07-08 21:00:00	0	1137	959.966			
2019-07-08 21:10:00	0	137	960.03			
2019-07-08 21:20:00	0		960.03			
2019-07-08 21:30:00	0		960.03			
2019-07-08 21:40:00	0		960.03			
2019-07-08 21:50:00	0		960.03			
2019-07-08 22:00:00	0		960.03			
2019-07-08 22:10:00	0		960.03			
2019-07-08 22:20:00	0		960.03			
2019-07-08 22:30:00	0		960.03			
2019-07-08 22:40:00	0		960.03			
2019-07-08 22:50:00	0		960.03			
2019-07-08 23:00:00	0		960.03			
2019-07-08 23:10:00	0		960.03			
2019-07-09 09:20:00	0	63004	7.732			
2019-07-09 09:30:00	0	68438	19.358			
2019-07-09 09:40:00	0	39406	25.805			
2019-07-09 09:50:00	0	78788	38.402			
2019-07-09 10:00:00	0	72513	51.297			
2019-07-09 10:10:00	0	35796	57.251			
2019-07-09 10:20:00	0	66106	67.627			
2019-07-09 10:30:00	0	96290	84.067			
2019-07-09 10:40:00	0	93417	99.857			
2019-07-09 10:50:00	0	82791	112.956			
2019-07-09 11:00:00	0	55320	122.641			
2019-07-09 11:10:00	0	48820	130.853			
2019-07-09 11:20:00	0	35583	136.812			
2019-07-09 11:30:00	0	18788	140.156			
2019-07-09 11:40:00	0	14006	142.533			
2019-07-09 11:50:00	0	6213	143.656			
2019-07-09 12:00:00	0	5994	144.638			
2019-07-09 12:10:00	0	5392	145.548			
2019-07-09 12:20:00	0	14593	147.777			
2019-07-09 12:30:00	0	16467	150.609			
2019-07-09 12:40:00	0	14697	152.962			
2019-07-09 12:50:00	0	26520	157.337			
2019-07-09 13:00:00	0	24853	161.512			
2019-07-09 13:10:00	0	25513	165.747			
2019-07-09 13:20:00	0	26258	170.133			
2019-07-09 13:30:00	0	26311	174.511			
2019-07-09 13:40:00	0	19735	177.875			
2019-07-09 13:50:00	0	24677	181.957			
2019-07-09 14:00:00	0	19494	185.276			
2019-07-09 14:10:00	0	14716	187.914			
2019-07-09 14:20:00	0	8784	189.419			
2019-07-09 14:30:00	0	7606	190.657			
2019-07-09 14:40:00	0	13371	192.852			
2019-07-09 14:50:00	0	15068	195.355			
2019-07-09 15:00:00	0	16815	198.132			
2019-07-09 15:10:00	0	17985	201.151			
2019-07-09 15:20:00	0	13396	203.426			
2019-07-09 15:30:00	0	9189	204.955			
2019-07-09 15:40:00	0	8792	206.477			
2019-07-09 15:50:00	0	9296	207.996			
2019-07-09 16:00:00	0	11443	209.882			
2019-07-09 16:10:00	0	13602	212.101			
2019-07-09 16:20:00	0	19451	215.319			
2019-07-09 16:30:00	0	23072	219.125			
2019-07-09 16:40:00	0	26607	223.472			
2019-07-09 16:50:00	0	32580	228.915			
2019-07-09 17:00:00	0	34739	234.622			
2019-07-09 17:10:00	0	35961	240.617			
2019-07-09 17:20:00	0	38037	246.957			
2019-07-09 17:30:00	0	36209	253.055			
2019-07-09 17:40:00	0	39125	259.555			
2019-07-09 17:50:00	0	39154	266.085			
2019-07-09 18:00:00	0	40541	272.737			
2019-07-09 18:10:00	0	49914	280.987			
2019-07-09 18:20:00	0	34495	286.808			
2019-07-09 18:30:00	0	33486	292.466			
2019-07-09 18:40:00	0	57370	301.653			
2019-07-09 18:50:00	0	36236	308.059			
2019-07-09 19:00:00	0	29956	313.118			
2019-07-09 19:10:00	0	28205	317.703			
2019-07-09 19:20:00	0	35601	323.576			
2019-07-09 19:30:00	0	35104	329.531			
2019-07-09 19:40:00	0	32020	335.119			
2019-07-09 19:50:00	0	26998	339.556			
2019-07-09 20:00:00	0	21848	343.258			
2019-07-09 20:10:00	0	15449	345.781			
2019-07-09 20:20:00	0	10441	347.609			
2019-07-09 20:30:00	0	7554	348.899			
2019-07-09 20:40:00	0	5388	349.824			
2019-07-09 20:50:00	0	3699	350.422			
2019-07-09 21:00:00	0	2041	350.791			
2019-07-09 21:10:00	0	646	350.91			
2019-07-09 21:20:00	0	711	351.021			
2019-07-09 21:30:00	0	33	351.043			
2019-07-09 21:40:00	0		351.043			
2019-07-09 21:50:00	0		351.043			
2019-07-09 22:00:00	0		351.043			
2019-07-09 22:10:00	0		351.043			
2019-07-09 22:20:00	0		351.043			
2019-07-09 22:30:00	0		351.043			
2019-07-09 22:40:00	0		351.043			
2019-07-09 22:50:00	0		351.043			
2019-07-09 23:00:00	0		351.043			
2019-07-09 23:10:00	0		351.043			
2019-07-10 09:00:00	0	8316	1.091			
2019-07-10 09:10:00	0	12324	3.187			
2019-07-10 09:20:00	0	10735	4.96			
2019-07-10 09:30:00	0	11552	6.84			
2019-07-10 09:40:00	0	15203	9.398			
2019-07-10 09:50:00	0	10221	11.147			
2019-07-10 10:00:00	0	9591	12.735			
2019-07-10 10:10:00	0	24325	16.138			
2019-07-10 10:20:00	0	28914	20.891			
2019-07-10 10:30:00	0	41430	27.593			
2019-07-10 10:40:00	0	61023	37.453			
2019-07-10 10:50:00	0	65160	48.397			
2019-07-10 11:00:00	0	72594	60.319			
2019-07-10 11:10:00	0	86534	74.481			
2019-07-10 11:20:00	0	82804	88.819			
2019-07-10 11:30:00	0	86202	102.384			
2019-07-10 11:40:00	0	88777	117.491			
2019-07-10 11:50:00	0	93036	133.203			
2019-07-10 12:00:00	0	103774	150.351			
2019-07-10 12:10:00	0	75685	163.832			
2019-07-10 12:20:00	0	67122	174.612			
2019-07-10 12:30:00	0	123632	194.765			
2019-07-10 12:40:00	0	111170	213.362			
2019-07-10 12:50:00	0	118958	233.324			
2019-07-10 13:00:00	0	122817	253.881			
2019-07-10 13:10:00	0	124610	274.723			
2019-07-10 13:20:00	0	108148	292.933			
2019-07-10 13:30:00	0	127156	313.648			
2019-07-10 13:40:00	0	126343	334.619			
2019-07-10 13:50:00	0	113725	353.536			
2019-07-10 14:00:00	0	133027	375.776			
2019-07-10 14:10:00	0	130661	397.253			
2019-07-10 14:20:00	0	108749	415.692			
2019-07-10 14:30:00	0	128002	437.176			
2019-07-10 14:40:00	0	103791	454.067			
2019-07-10 14:50:00	0	100493	470.77			
2019-07-10 15:00:00	0	103941	488.192			
2019-07-10 15:10:00	0	126344	509.07			
2019-07-10 15:20:00	0	96401	525.12			
2019-07-10 15:30:00	0	107285	543.001			
2019-07-10 15:40:00	0	100991	560.302			
2019-07-10 15:50:00	0	79028	572.57			
2019-07-10 16:00:00	0	100652	589.795			
2019-07-10 16:10:00	0	38018	596.726			
2019-07-10 16:20:00	0	96413	613.265			
2019-07-10 16:30:00	0	68523	624.616			
2019-07-10 16:40:00	0	95534	640.329			
2019-07-10 16:50:00	0	85721	654.171			
2019-07-10 17:00:00	0	92449	669.22			
2019-07-10 17:10:00	0	51909	678.091			
2019-07-10 17:20:00	0	52758	686.708			
2019-07-10 17:30:00	0	52423	695.907			
2019-07-10 17:40:00	0	27946	700.513			
2019-07-10 17:50:00	0	28421	705.256			
2019-07-10 18:00:00	0	18456	708.461			
2019-07-10 18:10:00	0	12587	710.574			
2019-07-10 18:20:00	0	14706	712.955			
2019-07-10 18:30:00	0	19823	716.279			
2019-07-10 18:40:00	0	19396	719.471			
2019-07-10 18:50:00	0	18064	722.507			
2019-07-10 19:00:00	0	22000	726.126			
2019-07-10 19:10:00	0	19050	729.355			
2019-07-10 19:20:00	0	21279	732.918			
2019-07-10 19:30:00	0	17994	735.947			
2019-07-10 19:40:00	0	13099	738.179			
2019-07-10 19:50:00	0	9475	739.731			
2019-07-10 20:00:00	0	11292	741.629			
2019-07-10 20:10:00	0	7684	742.957			
2019-07-10 20:20:00	0	5553	743.921			
2019-07-10 20:30:00	0	3773	744.557			
2019-07-10 20:40:00	0	2629	744.998			
2019-07-10 20:50:00	0	1413	745.231			
2019-07-10 21:00:00	0	466	745.339			
2019-07-10 21:10:00	0	54	745.367			
2019-07-10 21:20:00	0		745.367			
2019-07-10 21:30:00	0		745.367			
2019-07-10 21:40:00	0		745.367			
2019-07-10 21:50:00	0		745.367			
2019-07-10 22:00:00	0		745.367			
2019-07-10 22:10:00	0		745.367			
2019-07-10 22:20:00	0		745.367			
2019-07-10 22:30:00	0		745.367			
2019-07-10 22:40:00	0		745.367			
2019-07-10 22:50:00	0		745.367			
2019-07-10 23:00:00	0		745.367			
2019-07-10 23:10:00	0		745.367			
2019-07-11 08:10:00	0	10099	1.014			
2019-07-11 08:20:00	0	13081	3.175			
2019-07-11 08:30:00	0	13344	5.367			
2019-07-11 08:40:00	0	19950	8.696			
2019-07-11 08:50:00	0	18948	11.83			
2019-07-11 09:00:00	0	24621	15.918			
2019-07-11 09:10:00	0	29096	20.653			
2019-07-11 09:20:00	0	31127	25.718			
2019-07-11 09:30:00	0	55901	34.922			
2019-07-11 09:40:00	0	58657	44.532			
2019-07-11 09:50:00	0	60448	54.798			
2019-07-11 10:00:00	0	53473	63.926			
2019-07-11 10:10:00	0	67386	74.769			
2019-07-11 10:20:00	0	58841	84.06			
2019-07-11 10:30:00	0	76665	96.659			
2019-07-11 10:40:00	0	58948	106.672			
2019-07-11 10:50:00	0	47728	114.809			
2019-07-11 11:00:00	0	69609	126.107			
2019-07-11 11:10:00	0	62376	136.93			
2019-07-11 11:20:00	0	58129	146.76			
2019-07-11 11:30:00	0	39890	153.269			
2019-07-11 11:40:00	0	52971	161.933			
2019-07-11 11:50:00	0	70818	173.63			
2019-07-11 12:00:00	0	74479	185.939			
2019-07-11 12:10:00	0	76628	198.816			
2019-07-11 12:20:00	0	58419	208.61			
2019-07-11 12:30:00	0	57670	218.289			
2019-07-11 12:40:00	0	48494	226.568			
2019-07-11 12:50:00	0	45075	233.982			
2019-07-11 13:00:00	0	54648	243.155			
2019-07-11 13:10:00	0	57536	252.706			
2019-07-11 13:20:00	0	66316	263.305			
2019-07-11 13:30:00	0	81719	277.399			
2019-07-11 13:40:00	0	56872	287.301			
2019-07-11 13:50:00	0	37188	293.465			
2019-07-11 14:00:00	0	33252	299.068			
2019-07-11 14:10:00	0	36580	305.246			
2019-07-11 14:20:00	0	33381	310.755			
2019-07-11 14:30:00	0	37084	316.949			
2019-07-11 14:40:00	0	31104	322.182			
2019-07-11 14:50:00	0	33035	327.567			
2019-07-11 15:00:00	0	50136	335.735			
2019-07-11 15:10:00	0	36254	342.27			
2019-07-11 15:20:00	0	20652	345.778			
2019-07-11 15:30:00	0	12107	347.834			
2019-07-11 15:40:00	0	14972	350.336			
2019-07-11 15:50:00	0	16743	353.093			
2019-07-11 16:00:00	0	17046	355.939			
2019-07-11 16:10:00	0	23384	359.806			
2019-07-11 16:20:00	0	17730	362.778			
2019-07-11 16:30:00	0	14118	365.177			
2019-07-11 16:40:00	0	20314	368.491			
2019-07-11 16:50:00	0	29254	373.293			
2019-07-11 17:00:00	0	26634	377.777			
2019-07-11 17:10:00	0	11040	379.709			
2019-07-11 17:20:00	0	18741	382.648			
2019-07-11 17:30:00	0	25015	386.859			
2019-07-11 17:40:00	0	28573	391.713			
2019-07-11 17:50:00	0	8363	393.194			
2019-07-11 18:00:00	0	13351	395.355			
2019-07-11 18:10:00	0	8449	396.843			
2019-07-11 18:20:00	0	5560	397.75			
2019-07-11 18:30:00	0	10197	399.381			
2019-07-11 18:40:00	0	7339	400.669			
2019-07-11 18:50:00	0	6813	401.81			
2019-07-11 19:00:00	0	6245	402.843			
2019-07-11 19:10:00	0	5249	403.73			
2019-07-11 19:20:00	0	5222	404.562			
2019-07-11 19:30:00	0	5504	405.53			
2019-07-11 19:40:00	0	4667	406.323			
2019-07-11 19:50:00	0	2475	406.766			
2019-07-11 20:00:00	0	2562	407.172			
2019-07-11 20:10:00	0	2527	407.594			
2019-07-11 20:20:00	0	2260	407.98			
2019-07-11 20:30:00	0	1260	408.187			
2019-07-11 20:40:00	0	911	408.359			
2019-07-11 20:50:00	0	250	408.41			
2019-07-11 21:00:00	0		408.418			
2019-07-11 21:10:00	0		408.418			
2019-07-11 21:20:00	0		408.418			
2019-07-11 21:30:00	0		408.418			
2019-07-11 21:40:00	0		408.418			
2019-07-11 21:50:00	0		408.418			
2019-07-11 22:00:00	0		408.418			
2019-07-11 22:10:00	0		408.418			
2019-07-11 22:20:00	0		408.418			
2019-07-11 22:30:00	0		408.418			
2019-07-11 22:40:00	0		408.418			
2019-07-11 22:50:00	0		408.418			
2019-07-11 23:00:00	0		408.418			
2019-07-11 23:10:00	0		408.418			
2019-07-12 10:00:00	0	82532	1.177			
2019-07-12 10:10:00	0	82523	14.893			
2019-07-12 10:20:00	0	89546	29.707			
2019-07-12 10:30:00	0	91610	44.844			
2019-07-12 10:40:00	0	94147	60.727			
2019-07-12 10:50:00	0	96507	76.599			
2019-07-12 11:00:00	0	99948	93.288			
2019-07-12 11:10:00	0	101415	110.251			
2019-07-12 11:20:00	0	102632	127.335			
2019-07-12 11:30:00	0	105871	144.85			
2019-07-12 11:40:00	0	107798	162.958			
2019-07-12 11:50:00	0	110689	181.223			
2019-07-12 12:00:00	0	112745	200.399			
2019-07-12 12:10:00	0	112067	218.89			
2019-07-12 12:20:00	0	116639	238.63			
2019-07-12 12:30:00	0	117552	258.16			
2019-07-12 12:40:00	0	119526	277.919			
2019-07-12 12:50:00	0	120241	297.977			
2019-07-12 13:00:00	0	121826	318.105			
2019-07-12 13:10:00	0	121579	338.386			
2019-07-12 13:20:00	0	121365	358.943			
2019-07-12 13:30:00	0	120163	378.88			
2019-07-12 13:40:00	0	120775	398.903			
2019-07-12 13:50:00	0	120166	418.866			
2019-07-12 14:00:00	0	121799	439.169			
2019-07-12 14:10:00	0	121119	459.512			
2019-07-12 14:20:00	0	120444	479.386			
2019-07-12 14:30:00	0	118536	499.258			
2019-07-12 14:40:00	0	119117	519.204			
2019-07-12 14:50:00	0	117429	538.922			
2019-07-12 15:00:00	0	114735	558.027			
2019-07-12 15:10:00	0	113989	576.981			
2019-07-12 15:20:00	0	111008	595.44			
2019-07-12 15:30:00	0	110554	614.098			
2019-07-12 15:40:00	0	108780	631.851			
2019-07-12 15:50:00	0	106924	649.762			
2019-07-12 16:00:00	0	104458	667.366			
2019-07-12 16:10:00	0	102553	684.362			
2019-07-12 16:20:00	0	99210	701.004			
2019-07-12 16:30:00	0	97489	717.168			
2019-07-12 16:40:00	0	94643	732.906			
2019-07-12 16:50:00	0	91214	748.222			
2019-07-12 17:00:00	0	87878	762.792			
2019-07-12 17:10:00	0	85041	776.894			
2019-07-12 17:20:00	0	82540	790.875			
2019-07-12 17:30:00	0	79364	804.144			
2019-07-12 17:40:00	0	75207	816.876			
2019-07-12 17:50:00	0	71858	828.776			
2019-07-12 18:00:00	0	67742	840.078			
2019-07-12 18:10:00	0	63669	850.726			
2019-07-12 18:20:00	0	58803	860.618			
2019-07-12 18:30:00	0	55339	869.865			
2019-07-12 18:40:00	0	51331	878.379			
2019-07-12 18:50:00	0	47296	886.272			
2019-07-12 19:00:00	0	42820	893.458			
2019-07-12 19:10:00	0	38557	900.019			
2019-07-12 19:20:00	0	34346	905.746			
2019-07-12 19:30:00	0	29888	910.797			
2019-07-12 19:40:00	0	25579	915.043			
2019-07-12 19:50:00	0	21681	918.758			
2019-07-12 20:00:00	0	18255	921.793			
2019-07-12 20:10:00	0	15208	924.375			
2019-07-12 20:20:00	0	12194	926.444			
2019-07-12 20:30:00	0	5913	927.442			
2019-07-12 20:40:00	0	5410	928.385			
2019-07-12 20:50:00	0	3466	928.978			
2019-07-12 21:00:00	0	1753	929.3			
2019-07-12 21:10:00	0	608	929.406			
2019-07-12 21:20:00	0	38	929.442			
2019-07-12 21:30:00	0		929.442			
2019-07-12 21:40:00	0		929.442			
2019-07-12 21:50:00	0		929.442			
2019-07-12 22:00:00	0		929.442			
2019-07-12 22:10:00	0		929.442			
2019-07-12 22:20:00	0		929.442			
2019-07-12 22:30:00	0		929.442			
2019-07-12 22:40:00	0		929.442			
2019-07-12 22:50:00	0		929.442			
2019-07-12 23:00:00	0		929.442			
2019-07-12 23:10:00	0		929.442			
2019-07-13 08:40:00	0	13566				
2019-07-13 08:50:00	0	55847	8.176			
2019-07-13 09:00:00	0	60006	18.019			
2019-07-13 09:10:00	0	64084	28.855			
2019-07-13 09:20:00	0	68587	40.056			
2019-07-13 09:30:00	0	72300	52.2			
2019-07-13 09:40:00	0	75592	64.74			
2019-07-13 09:50:00	0	79105	77.68			
2019-07-13 10:00:00	0	82200	91.364			
2019-07-13 10:10:00	0	86059	105.695			
2019-07-13 10:20:00	0	89136	120.593			
2019-07-13 10:30:00	0	91419	135.617			
2019-07-13 10:40:00	0	94359	151.179			
2019-07-13 10:50:00	0	98363	167.933			
2019-07-13 11:00:00	0	101066	184.644			
2019-07-13 11:10:00	0	103222	201.795			
2019-07-13 11:20:00	0	106043	219.265			
2019-07-13 11:30:00	0	108436	237.362			
2019-07-13 11:40:00	0	109651	255.784			
2019-07-13 11:50:00	0	111258	274.024			
2019-07-13 12:00:00	0	113962	293.281			
2019-07-13 12:10:00	0	114861	312.201			
2019-07-13 12:20:00	0	117585	331.797			
2019-07-13 12:30:00	0	119189	351.774			
2019-07-13 12:40:00	0	119963	371.753			
2019-07-13 12:50:00	0	120897	391.671			
2019-07-13 13:00:00	0	121690	412.067			
2019-07-13 13:10:00	0	123667	432.562			
2019-07-13 13:20:00	0	123690	453.387			
2019-07-13 13:30:00	0	124620	474.054			
2019-07-13 13:40:00	0	124351	494.698			
2019-07-13 13:50:00	0	123452	515.241			
2019-07-13 14:00:00	0	123015	535.661			
2019-07-13 14:10:00	0	121911	556.132			
2019-07-13 14:20:00	0	120375	576.25			
2019-07-13 14:30:00	0	119049	596.07			
2019-07-13 14:40:00	0	118170	615.935			
2019-07-13 14:50:00	0	116814	635.265			
2019-07-13 15:00:00	0	115639	654.586			
2019-07-13 15:10:00	0	114733	673.465			
2019-07-13 15:20:00	0	112883	692.723			
2019-07-13 15:30:00	0	110260	711.083			
2019-07-13 15:40:00	0	108290	729.136			
2019-07-13 15:50:00	0	106866	746.924			
2019-07-13 16:00:00	0	104724	764.595			
2019-07-13 16:10:00	0	102094	781.383			
2019-07-13 16:20:00	0	100720	798.337			
2019-07-13 16:30:00	0	98965	814.949			
2019-07-13 16:40:00	0	95709	830.89			
2019-07-13 16:50:00	0	92601	846.147			
2019-07-13 17:00:00	0	89527	861.09			
2019-07-13 17:10:00	0	86311	875.753			
2019-07-13 17:20:00	0	83276	889.591			
2019-07-13 17:30:00	0	79789	902.773			
2019-07-13 17:40:00	0	75637	915.441			
2019-07-13 17:50:00	0	71814	927.45			
2019-07-13 18:00:00	0	67995	938.884			
2019-07-13 18:10:00	0	63715	949.464			
2019-07-13 18:20:00	0	59929	959.605			
2019-07-13 18:30:00	0	56103	968.925			
2019-07-13 18:40:00	0	51806	977.649			
2019-07-13 18:50:00	0	47630	985.449			
2019-07-13 19:00:00	0	43683	992.916			
2019-07-13 19:10:00	0	39301	999.493			
2019-07-13 19:20:00	0	35226	1005.325			
2019-07-13 19:30:00	0	31013	1010.54			
2019-07-13 19:40:00	0	26209	1015.012			
2019-07-13 19:50:00	0	22186	1018.688			
2019-07-13 20:00:00	0	18323	1021.802			
2019-07-13 20:10:00	0	14649	1024.273			
2019-07-13 20:20:00	0	11404	1026.174			
2019-07-13 20:30:00	0	7756	1027.518			
2019-07-13 20:40:00	0	5511	1028.469			
2019-07-13 20:50:00	0	3487	1029.073			
2019-07-13 21:00:00	0	1885	1029.378			
2019-07-13 21:10:00	0	702	1029.52			
2019-07-13 21:20:00	0	85	1029.558			
2019-07-13 21:30:00	0		1029.558			
2019-07-13 21:40:00	0		1029.558			
2019-07-13 21:50:00	0		1029.558			
2019-07-13 22:00:00	0		1029.558			
2019-07-13 22:10:00	0		1029.558			
2019-07-13 22:20:00	0		1029.558			
2019-07-13 22:30:00	0		1029.558			
2019-07-13 22:40:00	0		1029.558			
2019-07-13 22:50:00	0		1029.558			
2019-07-13 23:00:00	0		1029.558			
2019-07-13 23:10:00	0		1029.558			
2019-07-14 11:30:00	0	104233	11.344			
2019-07-14 11:40:00	0	105661	28.789			
2019-07-14 11:50:00	0	108900	46.785			
2019-07-14 12:00:00	0	110266	65.38			
2019-07-14 12:10:00	0	112589	83.868			
2019-07-14 12:20:00	0	86884	99.228			
2019-07-14 12:30:00	0	95937	114.672			
2019-07-14 12:40:00	0	93080	130.076			
2019-07-14 12:50:00	0	104139	147.322			
2019-07-14 13:00:00	0	63280	157.973			
2019-07-14 13:10:00	0	70198	169.282			
2019-07-14 13:20:00	0	103539	186.392			
2019-07-14 13:30:00	0	97917	202.813			
2019-07-14 13:40:00	0	63304	213.675			
2019-07-14 13:50:00	0	40372	220.438			
2019-07-14 14:00:00	0	36172	226.536			
2019-07-14 14:10:00	0	32287	232.038			
2019-07-14 14:20:00	0	30549	237.152			
2019-07-14 14:30:00	0	31256	242.279			
2019-07-14 14:40:00	0	25208	246.625			
2019-07-14 14:50:00	0	22998	250.474			
2019-07-14 15:00:00	0	26944	254.797			
2019-07-14 15:10:00	0	29227	259.695			
2019-07-14 15:20:00	0	27579	264.334			
2019-07-14 15:30:00	0	25327	268.612			
2019-07-14 15:40:00	0	25355	272.802			
2019-07-14 15:50:00	0	28154	277.453			
2019-07-14 16:00:00	0	26984	282.023			
2019-07-14 16:10:00	0	17601	285.087			
2019-07-14 16:20:00	0	9499	286.708			
2019-07-14 16:30:00	0	9842	288.311			
2019-07-14 16:40:00	0	19113	291.395			
2019-07-14 16:50:00	0	25477	295.632			
2019-07-14 17:00:00	0	30897	300.634			
2019-07-14 17:10:00	0	28277	305.407			
2019-07-14 17:20:00	0	34228	311.015			
2019-07-14 17:30:00	0	33255	316.564			
2019-07-14 17:40:00	0	34666	322.355			
2019-07-14 17:50:00	0	26480	327.003			
2019-07-14 18:00:00	0	11875	329.076			
2019-07-14 18:10:00	0	7242	330.318			
2019-07-14 18:20:00	0	4327	331.062			
2019-07-14 18:30:00	0	5652	331.968			
2019-07-14 18:40:00	0	12723	334.067			
2019-07-14 18:50:00	0	9383	335.652			
2019-07-14 19:00:00	0	8994	337.133			
2019-07-14 19:10:00	0	15822	339.704			
2019-07-14 19:20:00	0	9841	341.451			
2019-07-14 19:30:00	0	7935	342.726			
2019-07-14 19:40:00	0	6779	343.932			
2019-07-14 19:50:00	0	4155	344.614			
2019-07-14 20:00:00	0	3584	345.215			
2019-07-14 20:10:00	0	1745	345.539			
2019-07-14 20:20:00	0	274	345.593			
2019-07-14 20:30:00	0	4	345.593			
2019-07-14 20:40:00	0		345.593			
2019-07-14 20:50:00	0	33	345.593			
2019-07-14 21:00:00	0	52	345.632			
2019-07-14 21:10:00	0		345.632			
2019-07-14 21:20:00	0		345.632			
2019-07-14 21:30:00	0		345.632			
2019-07-14 21:40:00	0		345.632			
2019-07-14 21:50:00	0		345.632			
2019-07-14 22:00:00	0		345.632			
2019-07-14 22:10:00	0		345.632			
2019-07-14 22:20:00	0		345.632			
2019-07-14 22:30:00	0		345.632			
2019-07-14 22:40:00	0		345.632			
2019-07-14 22:50:00	0		345.632			
2019-07-14 23:00:00	0		345.632			
2019-07-14 23:10:00	0		345.632			
2019-07-15 10:00:00	0	4546	0.379			
2019-07-15 10:10:00	0	4370	1.114			
2019-07-15 10:20:00	0	5970	2.103			
2019-07-15 10:30:00	0	6429	3.183			
2019-07-15 10:40:00	0	7626	4.457			
2019-07-15 10:50:00	0	6278	5.562			
2019-07-15 11:00:00	0	4407	6.273			
2019-07-15 11:10:00	0	5644	7.203			
2019-07-15 11:20:00	0	5797	8.16			
2019-07-15 11:30:00	0	11279	10.033			
2019-07-15 11:40:00	0	9786	11.671			
2019-07-15 11:50:00	0	7192	12.839			
2019-07-15 12:00:00	0	11640	14.743			
2019-07-15 12:10:00	0	8822	16.266			
2019-07-15 12:20:00	0	9836	17.886			
2019-07-15 12:30:00	0	7565	19.192			
2019-07-15 12:40:00	0	8302	20.52			
2019-07-15 12:50:00	0	11318	22.429			
2019-07-15 13:00:00	0	10726	24.211			
2019-07-15 13:10:00	0	9570	25.84			
2019-07-15 13:20:00	0	7313	27.082			
2019-07-15 13:30:00	0	8022	28.399			
2019-07-15 13:40:00	0	11175	30.197			
2019-07-15 13:50:00	0	14131	32.555			
2019-07-15 14:00:00	0	8255	33.965			
2019-07-15 14:10:00	0	11409	35.834			
2019-07-15 14:20:00	0	8965	37.331			
2019-07-15 14:30:00	0	7010	38.497			
2019-07-15 14:40:00	0	7580	39.796			
2019-07-15 14:50:00	0	7464	41.038			
