Orario di rilevazione	Numero dispositivo 	Numero di serie	Potenza [W]	Energia di oggi [kWh]	Temperatura [°C]	Tensione griglia [V]	Corrente griglia [A]	Frequenza di rete [Hz]	Tens. Fotov. 1 [V]	Corr. fotov. 1 [A]	Tens. Fotov. 2 [V]	Corr. fotov. 2 [A]	Tens. Fotov. 3 [V]	Corr. fotov. 3 [A]	Stato	Moduli C.C.	Errore	Pannello fotovoltaico	Limite di potenza [W]	Posizione di fase	CosPhi
2019-09-08 03:10:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:10:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:10:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:10:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:10:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:10:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:10:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:20:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:30:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:40:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 03:50:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:00:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:10:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:20:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:30:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:40:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 04:50:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:00:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:10:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:20:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:30:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:40:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 05:50:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:00:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:10:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	11	102702N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	12	054202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:20:00	13	029901N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:30:00	1	029501N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:30:00	2	101802N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:30:00	3	101902N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:30:00	4	102002N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:30:00	5	102102N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:30:00	6	102202N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:30:00	7	102302N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:30:00	8	102402N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:30:00	9	102502N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
2019-09-08 06:30:00	10	102602N182	0	0	0	0	0		0	0	0	0	0	0	0		0	0	16000		
